id,split,prompt_style,category,business_function,task_family,template_source,prompt,gold_tier,label_status,reasoning_depth,risk,context_load,tools_or_attachments_implied,governance
"biz-0501","test","business","email_communication","legal_compliance","communication_drafting","v1","Prepare crisis communications after a service outage affected regulated customers in three countries. Produce internal, customer, regulator, and public versions that remain factually consistent despite different disclosure needs.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0502","development","business","marketing_content","marketing","content_creation","v1","Write a landing-page draft for inventory planning platform using the supplied positioning, proof points, and prohibited-claims list.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0503","development","business","market_competitive_research","research_insights","research_analysis","v1","Estimate a defensible TAM, SAM, and SOM range for a professional services product using the supplied source set, showing assumptions and avoiding double-counting.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0504","test","business","data_spreadsheets","finance","data_analysis","new","Write a Java formula that flags a row when gross margin falls below the target in column F.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0505","test","business","data_spreadsheets","analytics","data_analysis","new","Write a SQL query that returns on-time delivery by region for the last 20 days.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0506","development","business","product_design","product","product_definition","new","Define a new 0-to-1 product for an underserved workflow using fragmented research. Produce the opportunity thesis, system model, wedge, principles, failure modes, and validation sequence.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0507","test","business","business_strategy","executive_strategy","strategy_planning","v1","Recommend how Northstar Logistics should allocate a fixed growth budget across retention, expansion, and new acquisition. Use the supplied unit economics and state the assumptions driving the recommendation.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0508","test","business","sales_customer_support","customer_support","customer_revenue_work","new","Develop an enterprise account strategy for a regulated banking customer from two years of calls, tickets, and contract history. Model stakeholder incentives and failure modes.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0509","development","business","software_engineering","engineering","software_delivery","v1","Trace a production data-corruption bug across a distributed Python and FastAPI system using partial logs, retries, asynchronous consumers, and a recent schema migration. Identify the most plausible causal chain and safe recovery plan.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0510","test","business","business_strategy","executive_strategy","strategy_planning","v1","Create a SWOT table from the supplied notes. Do not add facts that are not present.","T0","synthetic_prior","low","low","small","true","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0511","test","business","people_finance_legal_ops","people_hr","corporate_operations","v1","Model a restructuring that must reduce cost while preserving critical capabilities, meeting jurisdiction-specific consultation duties, and avoiding hidden single points of failure. Provide scenarios for leadership and questions for counsel.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0512","test","business","sales_customer_support","sales","customer_revenue_work","new","Create a discovery-call question set for a people partner evaluating procurement marketplace, organized by workflow, impact, decision process, and timing.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0513","test","business","marketing_content","marketing","content_creation","new","Reposition a mature expense-management service whose category is commoditizing, using win/loss research and competitor claims, and identify the claims we cannot support.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""high"",""regulated_domain"":true,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0514","test","business","it_security_admin","it_security","systems_security","new","Translate this change request for the production database into an implementation checklist with source, destination, owner, test, and rollback.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0515","development","business","marketing_content","marketing","content_creation","v1","Write a campaign brief for launching in North America, adapting the positioning to the market while preserving the global brand constraints.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0516","test","business","product_design","product","product_definition","v1","Define a new 0→1 product for an underserved workflow using fragmented research. Produce the opportunity thesis, system model, wedge, product principles, failure modes, and validation sequence.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""high"",""regulated_domain"":true,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0517","test","business","marketing_content","marketing","content_creation","v1","Create a one-week social posting calendar from these three approved campaign messages.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0518","test","business","meetings_collaboration","operations","meeting_synthesis","v1","Analyze a merger-integration workshop with conflicting stakeholder accounts. Reconstruct the strongest defensible version of the operating decision and identify what must be confirmed before execution.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0519","development","business","business_strategy","executive_strategy","strategy_planning","v1","Turn the supplied leadership notes into three coherent annual priorities, supporting initiatives, measures, and explicit non-priorities.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0520","test","business","market_competitive_research","research_insights","research_analysis","new","Build a market-sizing worksheet from the supplied customer counts and spending assumptions, showing low, base, and high cases.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0521","test","business","marketing_content","marketing","content_creation","new","Write a positioning memo for inventory planning platform using the supplied positioning, proof points, and prohibited claims.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0522","test","business","documents_summaries","people_hr","document_synthesis","new","Summarize this meeting summary in three bullets for new employees.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0523","test","business","business_strategy","executive_strategy","strategy_planning","new","Advise whether Northstar Logistics should build, buy, or partner for customer data access, weighing control, speed, integration risk, and the scenario in which each choice fails.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0524","test","business","presentations","people_hr","presentation_creation","v1","Create a customer-training deck outline for inventory planning platform, including setup, core workflow, common mistakes, and support resources.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0525","development","business","documents_summaries","legal_compliance","document_synthesis","v1","Compare these two versions of a vendor agreement and explain material changes in obligations, termination, pricing, and data handling. Do not provide legal advice.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0526","test","business","documents_summaries","general_administration","document_synthesis","new","Summarize this meeting summary in three bullets for a skeptical CFO.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0527","test","business","marketing_content","marketing","content_creation","v1","Develop messaging pillars for employee scheduling app aimed at three buyer roles. Give each role a problem, promise, proof point, and objection response.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0528","test","business","software_engineering","engineering","software_delivery","new","Split this billing module into focused files without changing behavior, and add tests for the extracted parts.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0529","test","business","presentations","people_hr","presentation_creation","v1","Restructure this 24-slide product presentation into a persuasive 10-slide story for new employees, preserving evidence and removing redundant claims.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0530","development","business","classification_extraction","operations","classification_extraction","v1","Deduplicate this list of supplier names, preserving the original values and adding a canonical name column.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0531","development","business","meetings_collaboration","operations","meeting_synthesis","v1","Prepare a facilitator guide for a one-hour retrospective with prompts, time boxes, and a method for turning themes into actions.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0532","test","business","email_communication","finance","communication_drafting","v1","Rewrite this email to be plainspoken and professional, keeping it under 120 words: “Hi team, just reminding everyone that expense reports need to be submitted by Friday. Late reports delay the close.”","T0","synthetic_prior","low","low","small","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0533","test","business","sales_customer_support","sales","customer_revenue_work","new","Create a discovery-call question set for a security engineer evaluating warehouse analytics product, organized by workflow, impact, decision process, and timing.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0534","test","business","market_competitive_research","research_insights","research_analysis","new","Form an investment-grade market thesis for the mid-market from conflicting analyst reports and incomplete private data, and design the tests that would disconfirm it.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0535","development","business","data_spreadsheets","analytics","data_analysis","new","Convert these MM/DD/YYYY dates into YYYY-MM-DD.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0536","test","business","sales_customer_support","sales","customer_revenue_work","new","Create a discovery-call question set for a procurement manager evaluating employee scheduling app, organized by workflow, impact, decision process, and timing.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""high"",""regulated_domain"":true,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0537","test","business","data_spreadsheets","analytics","data_analysis","new","Write a TypeScript formula that flags a row when inventory turns falls below the target in column F.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0538","test","business","software_engineering","engineering","software_delivery","new","Diagnose the intermittent duplicate-job in the webhook dispatcher from the supplied code and logs, and propose a minimal fix with tests and rollout safeguards.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0539","test","business","email_communication","executive_strategy","communication_drafting","v1","Turn these rough notes into a concise weekly leadership update with wins, risks, decisions needed, and next-week priorities.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0540","test","business","product_design","product","product_definition","new","Define a 0-to-1 product for the procurement approval workflow using fragmented research, with an opportunity thesis, wedge, principles, failure modes, and validation sequence.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0541","test","business","sales_customer_support","sales","customer_revenue_work","v1","Create a discovery-call question set for an operations director evaluating employee scheduling app, organized by workflow, impact, decision process, and timing.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0542","test","business","software_engineering","engineering","software_delivery","new","Trace a production data-corruption bug across the ingestion pipeline and the schedule optimizer using partial logs, retries, and a recent migration. Identify the most plausible causal chain and a safe recovery plan.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0543","test","business","documents_summaries","legal_compliance","document_synthesis","new","Reconcile the outside-counsel memo, the customer thread, and the board minutes into an obligation matrix with conflicts, jurisdictional caveats, and questions for counsel.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0544","test","business","software_engineering","engineering","software_delivery","new","Write a migration for Ruby on Rails that adds a nullable status column, backfills it in batches, and includes a safe rollback.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0545","test","business","sales_customer_support","customer_support","customer_revenue_work","new","Create a discovery-call question set for a support lead evaluating employee scheduling app, organized by workflow, impact, decision process, and timing.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0546","test","business","market_competitive_research","research_insights","research_analysis","new","Assess the competitive landscape for inventory planning platform in DACH, segmenting competitors by business model and buyer, distinguishing sourced facts from inference, and naming the evidence gaps.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0547","test","business","marketing_content","marketing","content_creation","v1","Generate ten headline options for a landing page aimed at operations managers.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0548","test","business","sales_customer_support","sales","customer_revenue_work","new","Create a discovery-call question set for a finance manager evaluating employee scheduling app, organized by workflow, impact, decision process, and timing.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0549","test","business","presentations","executive_strategy","presentation_creation","v1","Turn a mixed set of spreadsheets, interviews, and market reports into a coherent strategy deck with an auditable claim-to-source map and explicit alternative interpretations.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0550","test","business","software_engineering","engineering","software_delivery","new","Diagnose the intermittent timeout in the audit logger from the supplied code and logs, and propose a minimal fix with tests and rollout safeguards.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0551","test","business","it_security_admin","it_security","systems_security","new","Translate this change request for Terraform into an implementation checklist with source, destination, owner, test, and rollback.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0552","test","business","data_spreadsheets","analytics","data_analysis","new","Turn the the audit findings into a column-by-column cleaning plan with validation rules, deduplication logic, and the exceptions that need a human decision.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0553","test","business","software_engineering","engineering","software_delivery","new","Split this ingestion module into focused files without changing behavior, and add tests for the extracted parts.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0554","development","business","people_finance_legal_ops","operations","corporate_operations","new","Design a vendor-selection process with weighted criteria, conflict-of-interest controls, a pilot design, and a defensible decision record.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0555","test","business","documents_summaries","legal_compliance","document_synthesis","new","Rewrite this policy so a new employee can follow it, keeping every step in order.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0556","test","business","business_strategy","executive_strategy","strategy_planning","new","Advise whether Redwood Manufacturing should build, buy, or partner for regulatory reporting, weighing control, speed, integration risk, and the scenario in which each choice fails.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0557","test","business","meetings_collaboration","operations","meeting_synthesis","new","Turn these 50 meeting notes into an action plan with owners, dates, and dependencies.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0558","test","business","business_strategy","executive_strategy","strategy_planning","v1","Advise whether Northstar Logistics should sell, raise capital, or remain independent. Integrate market timing, founder objectives, dilution, competitive dynamics, and scenario-weighted enterprise value.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":true}"
"biz-0559","test","business","presentations","people_hr","presentation_creation","v1","Create a customer-training deck outline for telehealth portal, including setup, core workflow, common mistakes, and support resources.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0560","development","business","classification_extraction","legal_compliance","classification_extraction","new","Extract the notice period, renewal date, liability cap, and governing law from each of these 30 contract summaries into one JSON schema, using null when a field is absent.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0561","test","business","email_communication","sales","communication_drafting","v1","Write three subject-line options for an email inviting prospective customers to a 30-minute product demo.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0562","test","business","documents_summaries","general_administration","document_synthesis","new","Summarize this data-processing agreement into an action plan covering scope, fees, assumptions, exclusions, and open questions.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0563","test","business","market_competitive_research","research_insights","research_analysis","new","Assess the competitive landscape for warehouse analytics product in the US Midwest, separating sourced facts from inference and naming the evidence gaps.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0564","test","business","people_finance_legal_ops","people_hr","corporate_operations","new","Model a restructuring that must cut cost while preserving regulatory reporting, meeting France consultation duties, and avoiding hidden single points of failure.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0565","test","business","data_spreadsheets","analytics","data_analysis","new","Turn the the usage data into a column-by-column cleaning plan with validation rules, deduplication logic, and the exceptions that need a human decision.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0566","test","business","software_engineering","engineering","software_delivery","new","Trace a production data-corruption bug across the recommendation engine using partial logs, retries, asynchronous consumers, and a recent schema migration. Identify the most plausible causal chain and a safe recovery plan.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0567","test","business","data_spreadsheets","analytics","data_analysis","new","Review this monthly finance pack and write commentary on material movements and the figures most likely to be misread.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0568","test","business","software_engineering","engineering","software_delivery","new","Add a docstring and one usage example to the Java function below.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0569","test","business","software_engineering","engineering","software_delivery","v1","Diagnose an intermittent duplicate-job bug in a Next.js and Supabase service from the supplied code and logs. Propose a minimal fix, tests, and rollout safeguards.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0570","test","business","data_spreadsheets","finance","data_analysis","v1","Design a spreadsheet tracker for projects, owners, milestones, budget, risks, and status, with formulas for overdue and at-risk work.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0571","test","business","business_strategy","executive_strategy","strategy_planning","new","Evaluate three supplied expansion markets for Aperture Labs using the attached unit economics, and recommend a sequencing with leading indicators and stop conditions.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0572","test","business","meetings_collaboration","operations","meeting_synthesis","v1","List the unanswered questions in these notes and separate them from decisions already made.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0573","development","business","marketing_content","marketing","content_creation","new","Reposition a mature product whose category is commoditizing. Using the supplied win/loss research, roadmap, and competitor claims, propose a defensible category narrative and identify the claims we cannot support.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0574","test","business","people_finance_legal_ops","people_hr","corporate_operations","v1","Draft a concise job description for an operations analyst, including responsibilities, required skills, and success measures.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0575","test","business","marketing_content","marketing","content_creation","new","Develop messaging pillars for learning-management platform across three buyer roles, giving each role a problem, a promise, a proof point, and an objection response.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
